season	week	game	half	team1	team2	t1score	t2score
16	2	Transilio	1	MCOA	MSRP	5	4
16	2	Transilio	2	MCOA	MSRP	8	4
16	2	Transilio	OT	MCOA	MSRP	0	0
16	2	Jardim	1	MCOA	MSRP	7	3
16	2	Jardim	2	MCOA	MSRP	7	4
16	2	Jardim	OT	MCOA	MSRP	0	0
16	2	Transilio	1	MTHS	MTCJ	3	3
16	2	Transilio	2	MTHS	MTCJ	5	2
16	2	Transilio	OT	MTHS	MTCJ	0	0
16	2	Jardim	1	MTHS	MTCJ	5	3
16	2	Jardim	2	MTHS	MTCJ	4	4
16	2	Jardim	OT	MTHS	MTCJ	0	0
16	2	Transilio	1	MGGB	MSKD	7	1
16	2	Transilio	2	MGGB	MSKD	3	1
16	2	Transilio	OT	MGGB	MSKD	0	0
16	2	Jardim	1	MGGB	MSKD	5	4
16	2	Jardim	2	MGGB	MSKD	6	3
16	2	Jardim	OT	MGGB	MSKD	0	0
16	2	Transilio	1	MCRK	MGBR	2	1
16	2	Transilio	2	MCRK	MGBR	3	5
16	2	Transilio	OT	MCRK	MGBR	0	0
16	2	Jardim	1	MCRK	MGBR	4	3
16	2	Jardim	2	MCRK	MGBR	5	4
16	2	Jardim	OT	MCRK	MGBR	0	0
16	2	Transilio	1	MPIC	MMMP	5	3
16	2	Transilio	2	MPIC	MMMP	3	4
16	2	Transilio	OT	MPIC	MMMP	0	0
16	2	Jardim	1	MPIC	MMMP	6	4
16	2	Jardim	2	MPIC	MMMP	10	2
16	2	Jardim	OT	MPIC	MMMP	0	0
16	3	Jardim	1	MCSP	MCRK	3	5
16	3	Jardim	2	MCSP	MCRK	6	3
16	3	Jardim	OT	MCSP	MCRK	0	0
16	3	Cedar	1	MCSP	MCRK	4	2
16	3	Cedar	2	MCSP	MCRK	4	1
16	3	Cedar	OT	MCSP	MCRK	0	0
16	3	Jardim	1	MCOA	MPIC	9	0
16	3	Jardim	2	MCOA	MPIC	4	5
16	3	Jardim	OT	MCOA	MPIC	0	0
16	3	Cedar	1	MCOA	MPIC	9	5
16	3	Cedar	2	MCOA	MPIC	6	2
16	3	Cedar	OT	MCOA	MPIC	0	0
16	3	Jardim	1	MTHS	MMMP	2	4
16	3	Jardim	2	MTHS	MMMP	4	5
16	3	Jardim	OT	MTHS	MMMP	0	0
16	3	Cedar	1	MTHS	MMMP	5	4
16	3	Cedar	2	MTHS	MMMP	2	4
16	3	Cedar	OT	MTHS	MMMP	0	0
16	3	Jardim	1	MGGB	MGBR	2	1
16	3	Jardim	2	MGGB	MGBR	4	5
16	3	Jardim	OT	MGGB	MGBR	3	8
16	3	Cedar	1	MGGB	MGBR	2	3
16	3	Cedar	2	MGGB	MGBR	5	4
16	3	Cedar	OT	MGGB	MGBR	3	5
16	3	Jardim	1	RHCP	MSKD	10	4
16	3	Jardim	2	RHCP	MSKD	6	8
16	3	Jardim	OT	RHCP	MSKD	0	0
16	3	Cedar	1	RHCP	MSKD	5	5
16	3	Cedar	2	RHCP	MSKD	3	7
16	3	Cedar	OT	RHCP	MSKD	0	0
16	3	Jardim	1	MSRP	MTCJ	4	12
16	3	Jardim	2	MSRP	MTCJ	6	10
16	3	Jardim	OT	MSRP	MTCJ	0	0
16	3	Cedar	1	MSRP	MTCJ	4	7
16	3	Cedar	2	MSRP	MTCJ	5	4
16	3	Cedar	OT	MSRP	MTCJ	0	0
16	4	Cedar	1	MCSP	MCOA	4	1
16	4	Cedar	2	MCSP	MCOA	2	6
16	4	Cedar	OT	MCSP	MCOA	0	0
16	4	Tetanic	1	MCSP	MCOA	3	6
16	4	Tetanic	2	MCSP	MCOA	2	2
16	4	Tetanic	OT	MCSP	MCOA	0	0
16	4	Cedar	1	MTHS	MGGB	5	2
16	4	Cedar	2	MTHS	MGGB	8	2
16	4	Cedar	OT	MTHS	MGGB	0	0
16	4	Tetanic	1	MTHS	MGGB	3	1
16	4	Tetanic	2	MTHS	MGGB	5	3
16	4	Tetanic	OT	MTHS	MGGB	0	0
16	4	Cedar	1	RHCP	MCRK	2	3
16	4	Cedar	2	RHCP	MCRK	4	4
16	4	Cedar	OT	RHCP	MCRK	0	0
16	4	Tetanic	1	RHCP	MCRK	1	8
16	4	Tetanic	2	RHCP	MCRK	4	5
16	4	Tetanic	OT	RHCP	MCRK	0	0
16	4	Cedar	1	MSRP	MPIC	2	5
16	4	Cedar	2	MSRP	MPIC	3	4
16	4	Cedar	OT	MSRP	MPIC	0	0
16	4	Tetanic	1	MSRP	MPIC	2	7
16	4	Tetanic	2	MSRP	MPIC	5	6
16	4	Tetanic	OT	MSRP	MPIC	0	0
16	4	Cedar	1	MTCJ	MMMP	3	1
16	4	Cedar	2	MTCJ	MMMP	4	7
16	4	Cedar	OT	MTCJ	MMMP	0	0
16	4	Tetanic	1	MTCJ	MMMP	3	5
16	4	Tetanic	2	MTCJ	MMMP	5	2
16	4	Tetanic	OT	MTCJ	MMMP	0	0
16	4	Cedar	1	MSKD	MGBR	6	5
16	4	Cedar	2	MSKD	MGBR	1	3
16	4	Cedar	OT	MSKD	MGBR	0	0
16	4	Tetanic	1	MSKD	MGBR	7	4
16	4	Tetanic	2	MSKD	MGBR	3	4
16	4	Tetanic	OT	MSKD	MGBR	0	0
16	5	Tetanic	1	MCSP	MSRP	4	7
16	5	Tetanic	2	MCSP	MSRP	4	2
16	5	Tetanic	OT	MCSP	MSRP	0	0
16	5	Rush	1	MCSP	MSRP	5	4
16	5	Rush	2	MCSP	MSRP	4	4
16	5	Rush	OT	MCSP	MSRP	0	0
16	5	Tetanic	1	MCOA	MTCJ	6	3
16	5	Tetanic	2	MCOA	MTCJ	5	2
16	5	Tetanic	OT	MCOA	MTCJ	0	0
16	5	Rush	1	MCOA	MTCJ	5	1
16	5	Rush	2	MCOA	MTCJ	6	2
16	5	Rush	OT	MCOA	MTCJ	0	0
16	5	Tetanic	1	MTHS	MSKD	9	1
16	5	Tetanic	2	MTHS	MSKD	4	2
16	5	Tetanic	OT	MTHS	MSKD	0	0
16	5	Rush	1	MTHS	MSKD	4	2
16	5	Rush	2	MTHS	MSKD	6	2
16	5	Rush	OT	MTHS	MSKD	0	0
16	5	Tetanic	1	MGGB	RHCP	4	5
16	5	Tetanic	2	MGGB	RHCP	5	4
16	5	Tetanic	OT	MGGB	RHCP	5	2
16	5	Rush	1	MGGB	RHCP	3	5
16	5	Rush	2	MGGB	RHCP	5	6
16	5	Rush	OT	MGGB	RHCP	0	0
16	5	Tetanic	1	MCRK	MPIC	8	5
16	5	Tetanic	2	MCRK	MPIC	12	4
16	5	Tetanic	OT	MCRK	MPIC	0	0
16	5	Rush	1	MCRK	MPIC	8	0
16	5	Rush	2	MCRK	MPIC	3	5
16	5	Rush	OT	MCRK	MPIC	0	0
16	5	Tetanic	1	MMMP	MGBR	3	0
16	5	Tetanic	2	MMMP	MGBR	4	3
16	5	Tetanic	OT	MMMP	MGBR	0	0
16	5	Rush	1	MMMP	MGBR	3	3
16	5	Rush	2	MMMP	MGBR	4	6
16	5	Rush	OT	MMMP	MGBR	0	0
16	6	Rush	1	MCSP	MPIC	3	1
16	6	Rush	2	MCSP	MPIC	4	3
16	6	Rush	OT	MCSP	MPIC	0	0
16	6	Pilot	1	MCSP	MPIC	4	3
16	6	Pilot	2	MCSP	MPIC	1	3
16	6	Pilot	OT	MCSP	MPIC	0	0
16	6	Rush	1	MCOA	MMMP	4	4
16	6	Rush	2	MCOA	MMMP	8	3
16	6	Rush	OT	MCOA	MMMP	0	0
16	6	Pilot	1	MCOA	MMMP	7	1
16	6	Pilot	2	MCOA	MMMP	6	1
16	6	Pilot	OT	MCOA	MMMP	0	0
16	6	Rush	1	MTHS	MGBR	10	3
16	6	Rush	2	MTHS	MGBR	4	2
16	6	Rush	OT	MTHS	MGBR	0	0
16	6	Pilot	1	MTHS	MGBR	3	3
16	6	Pilot	2	MTHS	MGBR	8	2
16	6	Pilot	OT	MTHS	MGBR	0	0
16	6	Rush	1	MGGB	MCRK	1	0
16	6	Rush	2	MGGB	MCRK	3	2
16	6	Rush	OT	MGGB	MCRK	0	0
16	6	Pilot	1	MGGB	MCRK	7	1
16	6	Pilot	2	MGGB	MCRK	2	3
16	6	Pilot	OT	MGGB	MCRK	0	0
16	6	Rush	1	RHCP	MSRP	8	2
16	6	Rush	2	RHCP	MSRP	3	4
16	6	Rush	OT	RHCP	MSRP	0	0
16	6	Pilot	1	RHCP	MSRP	6	1
16	6	Pilot	2	RHCP	MSRP	4	2
16	6	Pilot	OT	RHCP	MSRP	0	0
16	6	Rush	1	MTCJ	MSKD	7	2
16	6	Rush	2	MTCJ	MSKD	6	2
16	6	Rush	OT	MTCJ	MSKD	0	0
16	6	Pilot	1	MTCJ	MSKD	2	5
16	6	Pilot	2	MTCJ	MSKD	1	3
16	6	Pilot	OT	MTCJ	MSKD	0	0
16	7	Pilot	1	MCSP	MTHS	2	4
16	7	Pilot	2	MCSP	MTHS	3	2
16	7	Pilot	OT	MCSP	MTHS	0	0
16	7	EMERALD	1	MCSP	MTHS	5	4
16	7	EMERALD	2	MCSP	MTHS	5	3
16	7	EMERALD	OT	MCSP	MTHS	0	0
16	7	Pilot	1	MCOA	MGGB	1	3
16	7	Pilot	2	MCOA	MGGB	4	2
16	7	Pilot	OT	MCOA	MGGB	0	3
16	7	EMERALD	1	MCOA	MGGB	8	5
16	7	EMERALD	2	MCOA	MGGB	9	4
16	7	EMERALD	OT	MCOA	MGGB	0	0
16	7	Pilot	1	RHCP	MTCJ	2	4
16	7	Pilot	2	RHCP	MTCJ	3	3
16	7	Pilot	OT	RHCP	MTCJ	0	0
16	7	EMERALD	1	RHCP	MTCJ	1	8
16	7	EMERALD	2	RHCP	MTCJ	7	7
16	7	EMERALD	OT	RHCP	MTCJ	0	0
16	7	Pilot	1	MSRP	MSKD	1	4
16	7	Pilot	2	MSRP	MSKD	4	1
16	7	Pilot	OT	MSRP	MSKD	1	0
16	7	EMERALD	1	MSRP	MSKD	6	5
16	7	EMERALD	2	MSRP	MSKD	5	6
16	7	EMERALD	OT	MSRP	MSKD	1	0
16	7	Pilot	1	MCRK	MMMP	4	3
16	7	Pilot	2	MCRK	MMMP	1	5
16	7	Pilot	OT	MCRK	MMMP	0	0
16	7	EMERALD	1	MCRK	MMMP	2	6
16	7	EMERALD	2	MCRK	MMMP	2	4
16	7	EMERALD	OT	MCRK	MMMP	0	0
16	7	Pilot	1	MPIC	MGBR	2	3
16	7	Pilot	2	MPIC	MGBR	2	3
16	7	Pilot	OT	MPIC	MGBR	0	0
16	7	EMERALD	1	MPIC	MGBR	8	2
16	7	EMERALD	2	MPIC	MGBR	5	3
16	7	EMERALD	OT	MPIC	MGBR	0	0
17	1	Transilio	1	MMMP	MBOP	1	2
17	1	Transilio	2	MMMP	MBOP	5	1
17	1	Transilio	OT	MMMP	MBOP	0	0
17	1	EMERALD	1	MMMP	MBOP	7	3
17	1	EMERALD	2	MMMP	MBOP	3	4
17	1	EMERALD	OT	MMMP	MBOP	0	0
17	1	Transilio	1	RHCP	MHR	6	4
17	1	Transilio	2	RHCP	MHR	5	4
17	1	Transilio	OT	RHCP	MHR	0	0
17	1	EMERALD	1	RHCP	MHR	2	4
17	1	EMERALD	2	RHCP	MHR	3	7
17	1	EMERALD	OT	RHCP	MHR	0	0
17	1	Transilio	1	MCOA	MTHS	2	2
17	1	Transilio	2	MCOA	MTHS	3	2
17	1	Transilio	OT	MCOA	MTHS	0	0
17	1	EMERALD	1	MCOA	MTHS	5	1
17	1	EMERALD	2	MCOA	MTHS	9	0
17	1	EMERALD	OT	MCOA	MTHS	0	0
17	1	Transilio	1	MTCJ	MCSP	3	3
17	1	Transilio	2	MTCJ	MCSP	2	4
17	1	Transilio	OT	MTCJ	MCSP	0	0
17	1	EMERALD	1	MTCJ	MCSP	4	6
17	1	EMERALD	2	MTCJ	MCSP	5	1
17	1	EMERALD	OT	MTCJ	MCSP	0	0
17	1	Transilio	1	MCRK	MAC	0	2
17	1	Transilio	2	MCRK	MAC	0	3
17	1	Transilio	OT	MCRK	MAC	0	0
17	1	EMERALD	1	MCRK	MAC	3	2
17	1	EMERALD	2	MCRK	MAC	2	0
17	1	EMERALD	OT	MCRK	MAC	0	0
17	1	Transilio	1	MGBR	MSVB	2	2
17	1	Transilio	2	MGBR	MSVB	1	4
17	1	Transilio	OT	MGBR	MSVB	0	0
17	1	EMERALD	1	MGBR	MSVB	2	2
17	1	EMERALD	2	MGBR	MSVB	1	3
17	1	EMERALD	OT	MGBR	MSVB	0	0
17	2	EMERALD	1	MCOA	MCSP	9	2
17	2	EMERALD	2	MCOA	MCSP	8	4
17	2	EMERALD	OT	MCOA	MCSP	0	0
17	2	Rush	1	MCOA	MCSP	3	2
17	2	Rush	2	MCOA	MCSP	13	6
17	2	Rush	OT	MCOA	MCSP	0	0
17	2	EMERALD	1	MTHS	MHR	3	4
17	2	EMERALD	2	MTHS	MHR	3	5
17	2	EMERALD	OT	MTHS	MHR	0	0
17	2	Rush	1	MTHS	MHR	2	2
17	2	Rush	2	MTHS	MHR	4	2
17	2	Rush	OT	MTHS	MHR	0	0
17	2	EMERALD	1	RHCP	MTCJ	7	3
17	2	EMERALD	2	RHCP	MTCJ	5	4
17	2	EMERALD	OT	RHCP	MTCJ	0	0
17	2	Rush	1	RHCP	MTCJ	5	5
17	2	Rush	2	RHCP	MTCJ	5	0
17	2	Rush	OT	RHCP	MTCJ	0	0
17	2	EMERALD	1	MGBR	MAC	2	5
17	2	EMERALD	2	MGBR	MAC	3	4
17	2	EMERALD	OT	MGBR	MAC	0	0
17	2	Rush	1	MGBR	MAC	0	4
17	2	Rush	2	MGBR	MAC	7	5
17	2	Rush	OT	MGBR	MAC	0	0
17	2	EMERALD	1	MSVB	MBOP	9	3
17	2	EMERALD	2	MSVB	MBOP	3	6
17	2	EMERALD	OT	MSVB	MBOP	0	0
17	2	Rush	1	MSVB	MBOP	3	6
17	2	Rush	2	MSVB	MBOP	3	4
17	2	Rush	OT	MSVB	MBOP	0	0
17	2	EMERALD	1	MMMP	MCRK	5	2
17	2	EMERALD	2	MMMP	MCRK	5	1
17	2	EMERALD	OT	MMMP	MCRK	0	0
17	2	Rush	1	MMMP	MCRK	1	2
17	2	Rush	2	MMMP	MCRK	5	4
17	2	Rush	OT	MMMP	MCRK	1	0
17	3	Rush	1	MCOA	MMMP	10	0
17	3	Rush	2	MCOA	MMMP	4	3
17	3	Rush	OT	MCOA	MMMP	0	0
17	3	Pilot	1	MCOA	MMMP	0	2
17	3	Pilot	2	MCOA	MMMP	1	4
17	3	Pilot	OT	MCOA	MMMP	0	0
17	3	Rush	1	MTHS	MGBR	6	0
17	3	Rush	2	MTHS	MGBR	3	4
17	3	Rush	OT	MTHS	MGBR	0	0
17	3	Pilot	1	MTHS	MGBR	4	0
17	3	Pilot	2	MTHS	MGBR	4	1
17	3	Pilot	OT	MTHS	MGBR	0	0
17	3	Rush	1	RHCP	MSVB	3	2
17	3	Rush	2	RHCP	MSVB	3	4
17	3	Rush	OT	RHCP	MSVB	1	4
17	3	Pilot	1	RHCP	MSVB	7	1
17	3	Pilot	2	RHCP	MSVB	6	2
17	3	Pilot	OT	RHCP	MSVB	0	0
17	3	Rush	1	MHR	MAC	1	8
17	3	Rush	2	MHR	MAC	4	4
17	3	Rush	OT	MHR	MAC	0	0
17	3	Pilot	1	MHR	MAC	1	6
17	3	Pilot	2	MHR	MAC	3	4
17	3	Pilot	OT	MHR	MAC	0	0
17	3	Rush	1	MTCJ	MBOP	2	2
17	3	Rush	2	MTCJ	MBOP	4	3
17	3	Rush	OT	MTCJ	MBOP	0	0
17	3	Pilot	1	MTCJ	MBOP	5	4
17	3	Pilot	2	MTCJ	MBOP	4	3
17	3	Pilot	OT	MTCJ	MBOP	0	0
17	3	Rush	1	MCSP	MCRK	2	2
17	3	Rush	2	MCSP	MCRK	1	2
17	3	Rush	OT	MCSP	MCRK	0	0
17	3	Pilot	1	MCSP	MCRK	2	4
17	3	Pilot	2	MCSP	MCRK	4	2
17	3	Pilot	OT	MCSP	MCRK	1	0
17	4	Pilot	1	MCOA	MAC	5	5
17	4	Pilot	2	MCOA	MAC	8	3
17	4	Pilot	OT	MCOA	MAC	0	0
17	4	Jardim	1	MCOA	MAC	8	1
17	4	Jardim	2	MCOA	MAC	3	5
17	4	Jardim	OT	MCOA	MAC	0	0
17	4	Pilot	1	MTHS	MBOP	4	0
17	4	Pilot	2	MTHS	MBOP	5	3
17	4	Pilot	OT	MTHS	MBOP	0	0
17	4	Jardim	1	MTHS	MBOP	7	0
17	4	Jardim	2	MTHS	MBOP	5	2
17	4	Jardim	OT	MTHS	MBOP	0	0
17	4	Pilot	1	RHCP	MCRK	4	2
17	4	Pilot	2	RHCP	MCRK	6	1
17	4	Pilot	OT	RHCP	MCRK	0	0
17	4	Jardim	1	RHCP	MCRK	6	4
17	4	Jardim	2	RHCP	MCRK	4	2
17	4	Jardim	OT	RHCP	MCRK	0	0
17	4	Pilot	1	MHR	MMMP	4	3
17	4	Pilot	2	MHR	MMMP	3	0
17	4	Pilot	OT	MHR	MMMP	0	0
17	4	Jardim	1	MHR	MMMP	6	4
17	4	Jardim	2	MHR	MMMP	4	4
17	4	Jardim	OT	MHR	MMMP	0	0
17	4	Pilot	1	MTCJ	MGBR	4	1
17	4	Pilot	2	MTCJ	MGBR	6	2
17	4	Pilot	OT	MTCJ	MGBR	0	0
17	4	Jardim	1	MTCJ	MGBR	2	7
17	4	Jardim	2	MTCJ	MGBR	6	1
17	4	Jardim	OT	MTCJ	MGBR	8	5
17	4	Pilot	1	MCSP	MSVB	3	5
17	4	Pilot	2	MCSP	MSVB	2	2
17	4	Pilot	OT	MCSP	MSVB	0	0
17	4	Jardim	1	MCSP	MSVB	3	6
17	4	Jardim	2	MCSP	MSVB	4	5
17	4	Jardim	OT	MCSP	MSVB	0	0
17	5	Jardim	1	MCOA	MTCJ	11	7
17	5	Jardim	2	MCOA	MTCJ	7	4
17	5	Jardim	OT	MCOA	MTCJ	0	0
17	5	Wormy	1	MCOA	MTCJ	2	3
17	5	Wormy	2	MCOA	MTCJ	3	3
17	5	Wormy	OT	MCOA	MTCJ	0	0
17	5	Jardim	1	MTHS	RHCP	3	10
17	5	Jardim	2	MTHS	RHCP	8	3
17	5	Jardim	OT	MTHS	RHCP	0	0
17	5	Wormy	1	MTHS	RHCP	0	4
17	5	Wormy	2	MTHS	RHCP	3	0
17	5	Wormy	OT	MTHS	RHCP	0	0
17	5	Jardim	1	MHR	MCSP	5	4
17	5	Jardim	2	MHR	MCSP	2	2
17	5	Jardim	OT	MHR	MCSP	0	0
17	5	Wormy	1	MHR	MCSP	1	4
17	5	Wormy	2	MHR	MCSP	3	3
17	5	Wormy	OT	MHR	MCSP	0	0
17	5	Jardim	1	MGBR	MCRK	5	2
17	5	Jardim	2	MGBR	MCRK	7	2
17	5	Jardim	OT	MGBR	MCRK	0	0
17	5	Wormy	1	MGBR	MCRK	5	2
17	5	Wormy	2	MGBR	MCRK	6	1
17	5	Wormy	OT	MGBR	MCRK	0	0
17	5	Jardim	1	MSVB	MMMP	4	5
17	5	Jardim	2	MSVB	MMMP	4	8
17	5	Jardim	OT	MSVB	MMMP	0	0
17	5	Wormy	1	MSVB	MMMP	1	4
17	5	Wormy	2	MSVB	MMMP	3	1
17	5	Wormy	OT	MSVB	MMMP	0	0
17	5	Jardim	1	MBOP	MAC	6	4
17	5	Jardim	2	MBOP	MAC	6	6
17	5	Jardim	OT	MBOP	MAC	0	0
17	5	Wormy	1	MBOP	MAC	3	2
17	5	Wormy	2	MBOP	MAC	1	1
17	5	Wormy	OT	MBOP	MAC	0	0
17	6	Wormy	1	MCOA	RHCP	3	4
17	6	Wormy	2	MCOA	RHCP	2	3
17	6	Wormy	OT	MCOA	RHCP	0	0
17	6	Joji	1	MCOA	RHCP	2	3
17	6	Joji	2	MCOA	RHCP	1	2
17	6	Joji	OT	MCOA	RHCP	0	0
17	6	Wormy	1	MHR	MTCJ	3	2
17	6	Wormy	2	MHR	MTCJ	0	5
17	6	Wormy	OT	MHR	MTCJ	0	0
17	6	Joji	1	MHR	MTCJ	2	2
17	6	Joji	2	MHR	MTCJ	2	1
17	6	Joji	OT	MHR	MTCJ	0	0
17	6	Wormy	1	MGBR	MMMP	3	3
17	6	Wormy	2	MGBR	MMMP	6	4
17	6	Wormy	OT	MGBR	MMMP	0	0
17	6	Joji	1	MGBR	MMMP	4	3
17	6	Joji	2	MGBR	MMMP	2	2
17	6	Joji	OT	MGBR	MMMP	0	0
17	6	Wormy	1	MBOP	MCRK	2	2
17	6	Wormy	2	MBOP	MCRK	1	3
17	6	Wormy	OT	MBOP	MCRK	0	0
17	6	Joji	1	MBOP	MCRK	3	2
17	6	Joji	2	MBOP	MCRK	0	2
17	6	Joji	OT	MBOP	MCRK	0	0
17	6	Wormy	1	MTHS	MCSP	6	2
17	6	Wormy	2	MTHS	MCSP	2	2
17	6	Wormy	OT	MTHS	MCSP	0	0
17	6	Joji	1	MTHS	MCSP	7	2
17	6	Joji	2	MTHS	MCSP	7	3
17	6	Joji	OT	MTHS	MCSP	0	0
17	6	Wormy	1	MSVB	MAC	2	0
17	6	Wormy	2	MSVB	MAC	5	3
17	6	Wormy	OT	MSVB	MAC	0	0
17	6	Joji	1	MSVB	MAC	4	3
17	6	Joji	2	MSVB	MAC	0	5
17	6	Joji	OT	MSVB	MAC	0	0
17	7	Joji	1	MCOA	MGBR	3	3
17	7	Joji	2	MCOA	MGBR	7	2
17	7	Joji	OT	MCOA	MGBR	0	0
17	7	Cedar	1	MCOA	MGBR	4	2
17	7	Cedar	2	MCOA	MGBR	2	3
17	7	Cedar	OT	MCOA	MGBR	0	0
17	7	Joji	1	MTHS	MSVB	3	1
17	7	Joji	2	MTHS	MSVB	4	3
17	7	Joji	OT	MTHS	MSVB	0	0
17	7	Cedar	1	MTHS	MSVB	6	1
17	7	Cedar	2	MTHS	MSVB	9	2
17	7	Cedar	OT	MTHS	MSVB	0	0
17	7	Joji	1	RHCP	MMMP	6	2
17	7	Joji	2	RHCP	MMMP	5	2
17	7	Joji	OT	RHCP	MMMP	0	0
17	7	Cedar	1	RHCP	MMMP	5	1
17	7	Cedar	2	RHCP	MMMP	5	2
17	7	Cedar	OT	RHCP	MMMP	0	0
17	7	Joji	1	MHR	MBOP	7	0
17	7	Joji	2	MHR	MBOP	3	1
17	7	Joji	OT	MHR	MBOP	0	0
17	7	Cedar	1	MHR	MBOP	6	4
17	7	Cedar	2	MHR	MBOP	8	3
17	7	Cedar	OT	MHR	MBOP	0	0
17	7	Joji	1	MTCJ	MCRK	3	0
17	7	Joji	2	MTCJ	MCRK	2	4
17	7	Joji	OT	MTCJ	MCRK	0	0
17	7	Cedar	1	MTCJ	MCRK	9	0
17	7	Cedar	2	MTCJ	MCRK	4	2
17	7	Cedar	OT	MTCJ	MCRK	0	0
17	7	Joji	1	MCSP	MAC	2	4
17	7	Joji	2	MCSP	MAC	1	3
17	7	Joji	OT	MCSP	MAC	0	0
17	7	Cedar	1	MCSP	MAC	6	5
17	7	Cedar	2	MCSP	MAC	3	5
17	7	Cedar	OT	MCSP	MAC	0	0
17	8	Cedar	1	MCOA	MBOP	13	1
17	8	Cedar	2	MCOA	MBOP	8	4
17	8	Cedar	OT	MCOA	MBOP	0	0
17	8	Transilio	1	MCOA	MBOP	6	3
17	8	Transilio	2	MCOA	MBOP	10	2
17	8	Transilio	OT	MCOA	MBOP	0	0
17	8	Cedar	1	MTHS	MCRK	13	2
17	8	Cedar	2	MTHS	MCRK	13	0
